artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Sabrina Carpenter,Feather,2Zo1PcszsT9WQ0ANntJbID,77,0.787,0.686,6,-4.37,0,0.0339,0.0893,0.0,0.0927,0.836,123.51,185553,4
ROSALÍA,VAMPIROS,3Eax1yebRxj6LSYpxE9Yd3,82,0.766,0.684,9,-4.281,0,0.0514,0.135,0.0199,0.0832,0.474,102.045,176590,4
Shakira,Copa Vacía,2iVgM5C7m1G4CJGbms301G,86,0.789,0.649,0,-5.765,1,0.0714,0.0409,3.64e-05,0.0773,0.589,89.999,174809,4
Victoria Monét,On My Mama,1o8Z7GD1CeOaVBEyuzu4HO,73,0.481,0.539,4,-7.865,0,0.108,0.551,0.00539,0.12,0.621,153.277,186678,4
Jessie Murph,Cowboys And Angels,6HhZDGrpQuj2iLiN1JCpyl,73,0.637,0.423,9,-6.754,0,0.0898,0.0929,0.0,0.113,0.198,136.857,133973,4
Stray Kids,TOPLINE (Feat. Tiger JK),0jvZ9caE53ubCQXMki6W23,81,0.738,0.743,9,-4.046,1,0.213,0.291,0.0,0.118,0.586,90.018,203547,4
BTS,The Planet,4IJsVXbSeGPUrgwpVoHmlg,86,0.665,0.848,0,-3.619,1,0.0708,0.000482,0.0,0.2,0.687,119.986,178156,4
Kim Petras,Alone (with Nicki Minaj),7kOletJ0Q5H4MWe7cfeZXP,80,0.681,0.513,3,-6.643,0,0.0388,0.069,0.0,0.125,0.167,136.985,185113,4
Kali Uchis,Fantasy (feat. Don Toliver),1dvqHhLNccePPBHq11TW7v,76,0.641,0.684,10,-6.119,0,0.0476,0.129,0.000288,0.141,0.188,104.036,178275,4
Feid,REMIX EXCLUSIVO,3eqCJfgJJs8iKx49KO12s3,85,0.651,0.557,5,-5.466,0,0.204,0.0358,0.0,0.154,0.711,87.063,206947,4
Jhayco,Mami Chula,4aJzxp3gimtAdgJn3DL776,85,0.796,0.701,7,-3.599,0,0.0447,0.215,0.0,0.0946,0.325,119.986,220600,4
KAROL G,WATATI (feat. Aldo Ranks) [From Barbie The Album],6MZi5j60L80SZLBxN0bv8s,82,0.893,0.851,3,-5.342,0,0.0979,0.145,6.49e-05,0.319,0.959,110.002,166882,4
Ice Spice,Gangsta Boo (with Lil Tjay),2g5q0UpOOFMNOcHGaMG4b0,76,0.873,0.578,1,-7.397,1,0.272,0.139,0.0,0.0953,0.765,147.074,159371,4
Lil Durk,Big Dawg (feat. Chief Wuk),7CSxAriQKhvmM7Bu12fm5e,72,0.734,0.602,2,-7.304,1,0.229,0.00242,0.0,0.0993,0.279,83.486,160975,4
Santea2,Hurts Me,6xsyuFNW7fbHVrUZ4MVm2t,77,0.542,0.473,8,-11.731,0,0.0404,0.0101,2.8e-05,0.127,0.482,75.046,136713,4
King Von,Robberies,6rQ9mLqGGyqGqqMkUbZBhb,75,0.861,0.608,1,-8.843,0,0.324,0.134,0.0,0.101,0.434,126.893,128567,4
Sam Barber,Dancing in the Sky,1M0POGmdV86bx026Ky2ip8,73,0.375,0.368,11,-6.171,1,0.0278,0.326,4.65e-05,0.111,0.273,80.16,186635,3
Davido,UNAVAILABLE (feat. Musa Keys),2kaH2Z8ezDUKf6fNw250rZ,85,0.788,0.649,2,-9.674,1,0.0532,0.253,0.0136,0.12,0.229,113.009,169912,4
Natanael Cano,Como Es Arriba Es Abajo,0Dn0h4YdPvM4v0HNdgnyeP,83,0.734,0.644,0,-5.48,0,0.0366,0.0299,0.0,0.208,0.923,139.864,165352,3
Key Glock,Presidential Rolex,23L1gQJjtlZMrZPZvluyQe,73,0.904,0.461,8,-4.349,1,0.164,0.0118,0.0,0.107,0.0794,148.045,148611,4
Daniel Pemberton,Spider-Man 2099 (Miguel O'Hara),6iD9kcWB4h25t7OX8Xk6wT,78,0.304,0.341,2,-11.904,1,0.0354,0.0534,0.259,0.137,0.0784,139.761,62720,4
Rema,Calm Down (with Selena Gomez),1s7oOCT8vauUh01PbJD6ps,83,0.799,0.802,11,-5.196,1,0.0371,0.429,0.00128,0.171,0.811,107.008,239318,4
P!nk,TRUSTFALL,4FWbsd91QSvgr1dSWwW51e,84,0.636,0.888,8,-3.889,1,0.0945,0.00162,0.000216,0.147,0.25,122.032,237200,4
Brenn!,4runner,1RaF9xwakfao1RRknWyYB5,79,0.792,0.518,1,-10.519,1,0.0847,0.326,0.000182,0.406,0.512,128.025,265454,4
Melanie Martinez,THE CONTORTIONIST,19SwuhO0bMiAcg2kyJydmj,76,0.74,0.449,5,-9.392,0,0.0449,0.719,4.46e-06,0.11,0.557,119.964,200696,4
Stray Kids,Hall of Fame,5podb1asONjqwKk1iMVOeG,81,0.593,0.858,1,-2.568,1,0.214,0.226,0.0,0.115,0.764,160.164,171027,4
Miley Cyrus,River,04CqLjewJiSAqM210vZAmT,81,0.613,0.803,9,-5.171,1,0.0367,0.000525,0.000333,0.189,0.461,127.989,162973,4
Malcolm Todd,Roommates,1PJe0Vt9p0QaV4ZNHUwml0,75,0.733,0.369,0,-10.769,0,0.0291,0.559,0.0,0.118,0.497,110.088,214922,4
Cordae,Two Tens (feat. Anderson .Paak),6clDsO8HwhHEgJDDp88VdL,75,0.603,0.546,4,-7.525,0,0.35,0.194,2.68e-06,0.0783,0.667,87.99,152372,4
Machine Gun Kelly,PRESSURE,2xluJG2nDkkLeeb4qSiEqQ,75,0.508,0.59,1,-6.999,1,0.253,0.0689,0.000157,0.142,0.249,160.069,257004,4
Morgan Wallen,Days That End In Why,4FhxN8PTyjkBVfwlCnr9Om,72,0.476,0.626,6,-5.643,1,0.0263,0.232,4.04e-05,0.165,0.461,80.03,162475,3
Chris Lake,Beggin',74nEGIzIefJhJ5qX7NeIAz,78,0.817,0.67,8,-6.315,0,0.0545,0.156,0.168,0.111,0.712,125.972,183397,4
Luh Tyler,First Show,5nGITHcYH3Tt5WolBVEcrJ,72,0.77,0.892,1,-4.276,0,0.206,0.261,0.0,0.517,0.424,97.458,118852,4
$uicideboy$,Bloody 98 (Feat. Ghostemane),48P5W4nVpguobOWSY7HNxg,74,0.768,0.727,11,-6.293,1,0.17,0.62,0.792,0.285,0.205,164.982,277339,4
Troye Sivan,My Sweet Lord,3TBFOYhRrY2lL4lcmtvIrU,64,0.305,0.248,11,-11.758,0,0.0325,0.557,0.00732,0.13,0.133,122.014,192787,4
Trippie Redd,KNIGHT CRAWLER (feat. Juice WRLD),3fNMgjG8yXaSam46swhz7w,73,0.679,0.769,0,-3.539,1,0.24,0.0537,0.0,0.309,0.424,130.094,177231,4
Bring Me The Horizon,AmEN! (feat. Lil Uzi Vert and Daryl Palumbo of Glassjaw),5viZ8CLipufc1Q1NXpMRNN,79,0.467,0.935,11,-3.103,1,0.125,0.000231,0.0,0.405,0.294,105.101,189553,3
Lil Durk,B12,7cP6kjAIJtIN1zyV5Q0kA9,72,0.692,0.461,5,-7.567,0,0.0659,0.000302,0.0,0.106,0.297,129.896,163085,4
Peter McPoland,Digital Silence,6cJSXxvl9l94huIUIqsEQo,75,0.312,0.966,10,-1.431,0,0.123,0.0846,7.83e-06,0.235,0.454,89.514,198027,4
Yeat,Split,3HqGDrSOZ6LbBfX5EsiaAj,75,0.718,0.585,6,-10.263,0,0.27,0.000146,0.00938,0.398,0.636,141.093,143467,4
Lily-Rose Depp,World Class Sinner / I’m A Freak,7dnixpDdQlIOX1L7O0pdFM,81,0.621,0.543,9,-8.286,0,0.0401,0.0778,1.24e-06,0.148,0.23,111.984,199281,4
Laufey,Promise,4LHq10VKu3fSIg8EeVRi09,76,0.263,0.112,5,-16.55,1,0.0344,0.935,8.5e-05,0.0565,0.0903,76.244,234267,4
Michelle Maciel,CCC,7uuqrSuCjWxPTCVyOeGMyt,84,0.711,0.914,7,-2.766,0,0.0677,0.0891,0.0,0.0749,0.939,148.056,126081,3
GloRilla,Lick Or Sum,132Yd321hAG0oOz3lbiqig,71,0.904,0.611,1,-7.001,0,0.314,0.00179,1.78e-06,0.0815,0.64,85.015,141604,4
Muscadine Bloodline,Me On You,1wwjfgCUXaupR7q3tv6ZXN,73,0.72,0.798,11,-5.42,0,0.0359,0.221,0.0,0.181,0.949,97.918,167267,4
Gunna,go crazy,6YD8EpsddOfEwAhaymGu0Q,75,0.827,0.541,6,-7.109,1,0.0539,0.516,0.0,0.107,0.584,132.988,173360,4
Loreen,Tattoo,1DmW5Ep6ywYwxc2HMT5BG6,94,0.545,0.779,3,-6.235,0,0.0751,0.243,1.66e-06,0.123,0.303,150.002,183375,4
Natanael Cano,Mi Bello Angel,1oWkcc7hQdVYPQMyQ6AFov,86,0.811,0.771,9,-5.956,0,0.0461,0.00551,0.0,0.0932,0.903,127.888,190667,3
Suzanna Son,Crocodile Tears,7MwYXhh2dTqc7fiwkwPZo1,61,0.382,0.107,9,-9.719,0,0.0346,0.966,0.0,0.138,0.171,179.55,182799,4
Latto,Lottery (feat. LU KALA),1JUtrCqYzJ80tcAzMbCvir,79,0.792,0.874,1,-2.966,1,0.0852,0.0158,0.000365,0.071,0.934,113.969,186762,4
jnhygs,XTAYALIVE,1JjiTsqfpfMoukoIW9cM5O,76,0.247,0.869,6,-4.781,0,0.0958,0.000184,1.41e-06,0.404,0.25,202.792,126897,5
Young Thug,Money On The Dresser,0k88aN0xmk8Xn1zdnyTiPG,74,0.896,0.648,8,-6.903,1,0.267,0.000107,0.00826,0.105,0.441,159.982,133000,4
Abraham Vazquez,Uno mas Uno Igual a Zero,3TrePR8cFXMlMvlLD9lapD,79,0.733,0.777,4,-6.091,1,0.0385,0.401,0.0,0.0422,0.884,157.962,159684,3
BLP KOSHER,Special K,20LjVwLgn8EaT2LvEoK0Nl,73,0.628,0.606,10,-6.19,0,0.154,0.445,1.52e-06,0.132,0.327,158.143,147050,4
KAROL G,PERO TÚ,1dw7qShk971xMD6r6mA4VN,82,0.861,0.79,6,-4.561,1,0.291,0.394,0.0,0.111,0.681,139.845,183480,4
Charlie Puth,That’s Not How This Works (feat. Dan + Shay),28a0aMV1OKoyNiCJuNsWrY,80,0.584,0.576,9,-4.557,1,0.0519,0.507,0.0,0.212,0.432,170.026,165620,4
Lay Bankz,Na Na Na,6G4ICKUrsPb117ULGyrQ5N,75,0.743,0.911,7,-5.596,1,0.147,0.0031,1.2e-05,0.0878,0.891,154.933,102645,4
TOMORROW X TOGETHER,Tinnitus (Wanna be a rock),0f0SbtoKGe41cX5LzlnX6X,80,0.9,0.725,5,-6.213,0,0.135,0.179,0.00101,0.0791,0.791,100.015,157262,4
Superstar Pride,PAINTING PICTURES,6KXKcH4QO1MiGrMQOGoADP,75,0.956,0.515,11,-9.962,0,0.337,0.305,0.0,0.156,0.69,119.937,122070,4
Morgan Wallen,Don't Think Jesus,77qpDGhjN7Hdp12JkPpHvY,71,0.566,0.416,2,-6.811,1,0.0264,0.525,4.07e-06,0.129,0.245,116.997,225665,3
BabyTron,Out On Bond,07iXzCjxJdfHTUenA34iXt,71,0.454,0.611,10,-5.452,0,0.3,0.00752,0.0,0.167,0.182,193.4,80353,4
Thundercat,No More Lies,62tGzw9OJOwDcjPBnMPCuj,76,0.602,0.835,10,-4.573,0,0.0413,0.0921,6.43e-05,0.138,0.496,97.992,327218,4
Lana Del Rey,"Paris, Texas (feat. SYML)",0Oqxt6JixieLHbwMfnJGWO,79,0.315,0.102,0,-17.621,0,0.034,0.985,0.0512,0.109,0.185,169.69,206723,3
Gorillaz,Tormenta (feat. Bad Bunny),38UYeBLfvpnDSG9GznZdnL,83,0.637,0.768,0,-6.468,1,0.056,0.458,0.00192,0.378,0.297,94.982,193464,4
Rauw Alejandro,PUNTO 40,4UGqAW9i7NtE5mW9xzm6yk,80,0.857,0.829,0,-0.484,1,0.0842,0.00112,0.015,0.255,0.208,106.993,190654,4
Taty Girl,Você Não Tem Saudade,3YNDiA83UVhb5hpi4WM5dk,77,0.623,0.915,1,-2.766,1,0.0582,0.117,0.0,0.147,0.875,155.89,151214,4
LUCKI,No Bap,2WT78xcgpKwr3eigtnAu9T,72,0.898,0.398,1,-9.052,1,0.428,0.0106,0.00198,0.16,0.0928,126.923,120945,4
Victoria Monét,We Might Even Be Falling In Love (Duet) - Spotify Singles,0wOtc2nY3NOohp4xSwOyTN,76,0.731,0.423,6,-10.147,1,0.0784,0.473,0.000413,0.129,0.78,76.964,90111,4
Russ,NASTY - Extended Version,08XHGvYxioT9gMP6TPuaLR,74,0.819,0.355,5,-7.907,0,0.155,0.0274,7.77e-06,0.109,0.242,83.526,176766,4
Brray,Corazón Roto - Remix,6k5wiT5l9DK8iZmhvEvoqo,85,0.843,0.794,1,-4.686,0,0.0426,0.226,1.22e-06,0.25,0.796,92.998,275040,4
GenriX,novocaine,2OrucC3HEPmZpkaQ05Nx0V,79,0.608,0.311,4,-11.255,0,0.154,0.592,0.0,0.174,0.426,180.362,195605,4
Morgan Wallen,Money On Me,09UUDUFaudMcUkocm2iqR8,71,0.485,0.78,2,-5.963,1,0.0292,0.00813,0.00321,0.0845,0.323,75.063,175159,4
KAROL G,GATÚBELA,6Vn1vje8yMw2OY6IOk9dkH,79,0.853,0.859,11,-2.68,0,0.306,0.257,0.0,0.172,0.325,95.131,208013,4
lucidbeatz,Let U Go,40TZnaw4eDPChJNHw2Swf3,77,0.764,0.264,9,-18.716,0,0.12,0.139,0.0109,0.104,0.0385,135.016,128005,5
Hozier,Francesca,4LmOmWpjCQbC1VZvUuwPQu,71,0.303,0.583,2,-7.217,1,0.0344,0.000232,1.61e-06,0.117,0.184,177.98,270067,4
Sleep Token,Rain,0GXwlEXCO8qeeeOIYpsR3m,74,0.481,0.79,4,-7.133,0,0.0714,0.014,4.98e-06,0.708,0.198,145.94,252158,4
"Tyler, The Creator",WHARF TALK (feat. A$AP Rocky),3u9PAti8muEXXvEjeFpQK0,74,0.788,0.744,11,-6.022,1,0.069,0.189,5.74e-05,0.196,0.681,96.445,204110,4
Miley Cyrus,Rose Colored Lenses,3wH4eUkJ1rL5xTU8PZZyOy,76,0.539,0.503,2,-5.338,1,0.0385,0.0574,2.34e-05,0.0847,0.836,174.068,223787,4
Chris Janson,All I Need Is You,02FAxAwzApe6pAqfAL3dLr,71,0.606,0.757,1,-6.206,1,0.0302,0.0157,0.000205,0.343,0.588,103.051,162345,4
Noah Kahan,She Calls Me Back,1KUINfIgNjnttphTi4imgI,72,0.752,0.686,11,-6.454,1,0.0378,0.0892,0.0,0.291,0.713,127.944,243816,4
OneRepublic,RUNAWAY,07fbDnkKdZGk1gLvknxrns,83,0.624,0.684,3,-5.507,0,0.0513,0.0336,0.0,0.0771,0.75,163.033,143265,4
Noah Kahan,Stick Season,7ibpNcYxrstM16ehN7OwbK,72,0.666,0.507,9,-6.867,1,0.065,0.775,0.0,0.0988,0.801,117.12,182347,4
Melanie Martinez,NYMPHOLOGY,3fopcCEKZaG9Mg6ZhNQzqm,74,0.63,0.606,2,-7.157,1,0.0526,0.166,4.91e-05,0.328,0.34,120.186,306932,4
Jimin,Interlude : Dive,2qg2jy3v50RwfV5FAqG3a2,78,0.284,0.495,0,-11.74,1,0.0421,0.789,0.835,0.0946,0.26,86.314,130996,4
Gucci Mane,"Pissy (feat. Roddy Ricch, Nardo Wick)",3xOEfEmsrLwf9jcG4gErdA,73,0.812,0.63,2,-8.207,1,0.266,0.0224,0.0,0.0699,0.332,132.957,218173,4
Stray Kids,Super Bowl,3OhW68CiyfCoeGntozuUMl,80,0.809,0.873,2,-2.984,1,0.0877,0.00406,0.0,0.0723,0.442,80.01,183160,4
KAROL G,TUS GAFITAS,3gOI5aQD4mOMLsP3aWrkon,80,0.821,0.696,8,-5.796,0,0.043,0.315,1.07e-05,0.157,0.566,122.005,167787,4
French Montana,I Can't Lie (with Kodak Black),3VLsdzHOFM9pyn79QTjiGJ,73,0.636,0.723,5,-4.865,0,0.246,0.0445,0.0,0.107,0.421,162.026,186453,4
Loud Luxury,If Only I (feat. Bebe Rexha),4W7bfpXBXrH79dnWyJMkEX,73,0.693,0.73,0,-5.06,0,0.0356,0.161,4.12e-05,0.109,0.693,120.018,142756,4
Young Thug,Uncle M,612Gkl43RQdwlzKGPgkudm,74,0.699,0.62,9,-6.664,1,0.069,0.0153,0.0,0.213,0.266,142.104,140000,4
Nessa Barrett,lie,2GQqCyDCD0Z7BL2otJkFRh,75,0.648,0.501,2,-8.262,1,0.0399,0.319,8.13e-05,0.127,0.656,155.04,214044,4
Noah Kahan,All My Love,11F1Tpe5da6M6vKLbUjauU,72,0.651,0.657,2,-7.16,1,0.0532,0.327,0.0,0.0932,0.475,115.964,251511,4
Dave,UK Rap,2VjOTvl50tscmc0RDjPdr2,85,0.92,0.682,1,-4.82,1,0.368,0.339,2.08e-06,0.112,0.697,140.071,198027,4
XG,SHOOTING STAR,3IelG5zYpWWCZIH4cqWlPV,79,0.625,0.712,2,-5.996,1,0.0539,0.0229,0.0,0.252,0.398,163.015,203557,4
Miguel,Sure Thing - Sped Up,559SdaPI7mqy9IQiscuaMj,83,0.753,0.458,4,-12.52,0,0.123,0.0812,0.00413,0.209,0.662,105.057,150054,4
TWICE,SET ME FREE,4OtVQ2ZxS7yigIjGz5yKg1,80,0.756,0.831,5,-2.536,0,0.141,0.0966,0.0,0.0499,0.703,113.025,181680,4
NewJeans,New Jeans,6rdkCkjk6D12xRpdMXy0I2,81,0.807,0.721,4,-6.211,0,0.0508,0.51,0.00216,0.115,0.532,134.014,108987,4
Niall Horan,The Show,2PrxwMxTSEk4oHbdY8majs,78,0.434,0.565,0,-5.442,1,0.0296,0.349,0.0,0.219,0.0994,135.452,191208,4
Connor Price,Spinnin,4r0kug4vaNx3d8qyDLhQes,78,0.765,0.572,11,-6.153,0,0.128,0.226,0.0,0.192,0.475,140.013,110938,4
Sleep Token,Granite,4mxiv6HQfhqgIuN5iOONQd,74,0.635,0.624,2,-7.104,1,0.0304,0.0022,0.0455,0.188,0.336,119.97,225426,4
Bailey Zimmerman,You Don’t Want That Smoke,5uPQjirx9C6MS47V556x46,72,0.441,0.387,4,-9.595,1,0.0286,0.667,0.0,0.327,0.373,78.42,200506,4
Daveed Diggs,Under the Sea,7Cux0Rc1hY5Pt5T28apnzv,76,0.623,0.606,5,-7.995,1,0.177,0.659,0.0,0.318,0.931,121.252,184947,5
Lovejoy,Portrait of a Blank Slate,7505qe0xzCuDPaILCURnOC,76,0.6,0.863,8,-5.564,0,0.131,0.0203,0.000719,0.0864,0.744,159.951,227547,4
Juice WRLD,No Good,2zs3ErwfEyzI4K2H9vEnTD,74,0.641,0.673,5,-5.387,1,0.294,0.119,0.0,0.293,0.535,170.025,252706,4
Gunna,idk nomore,7MLGkncjEGTfKHpNa5UgCQ,74,0.395,0.667,5,-5.237,0,0.215,0.262,0.0,0.0858,0.368,79.905,179480,4
Victony,"Soweto (with Don Toliver, Rema & Tempoe)",25Kyv5SeEenT0EETpP2hYn,83,0.719,0.756,5,-5.392,0,0.0761,0.0541,0.0,0.109,0.647,105.024,219500,4
LECADE,Sober Me Up,6W2k8I5gQGFZNQ1n97sCFV,71,0.463,0.332,9,-10.1,0,0.048,0.854,0.0,0.109,0.537,197.707,147383,4
Grupo Marca Registrada,Princesa,1JhGcvVRdJoteIf56GkGwf,75,0.718,0.545,6,-10.728,0,0.191,0.221,0.000415,0.0945,0.889,89.337,151487,4
Dom Dolla,Eat Your Man (with Nelly Furtado),6Ea2oEzysv4UECGNxL1IEW,79,0.738,0.883,8,-7.989,1,0.0818,0.053,0.193,0.102,0.651,125.04,197165,4
Noah Kahan,Northern Attitude,0F2ptTeWy3Yf7kuFMyNdSb,72,0.512,0.637,3,-8.181,1,0.048,0.131,3.63e-05,0.104,0.322,121.991,267256,4
MK,Rhyme Dust,5mKiwDDrwG22qKKVL6JZqF,71,0.925,0.561,3,-8.675,1,0.176,0.0659,0.0271,0.152,0.721,128.034,181365,4
TWISTED,WORTH NOTHING (feat. Oliver Tree) - Fast & Furious: Drift Tape/Phonk Vol 1,65tX8MBdsnTiwy9UoIPHzr,84,0.604,0.601,2,-7.887,0,0.0628,0.15,0.000579,0.168,0.156,139.88,164629,4
KAROL G,OJOS FERRARI,5yAIrkplUEpMNeojW8Q30o,77,0.9,0.707,1,-2.792,1,0.0934,0.161,4.25e-05,0.176,0.634,124.042,180040,4
Ed Sheeran,Curtains,6ZZf5a8oiInHDkBe9zXfLP,82,0.5,0.757,6,-6.542,0,0.0522,0.0989,2.5e-06,0.324,0.443,175.944,224888,4
Sam Feldt,Crying On The Dancefloor,09rAJ1Q1NNJSaUKEW3X9P6,83,0.723,0.698,10,-6.162,1,0.0659,0.18,0.0,0.797,0.317,126.001,211348,4
Young Miko,Lisa,44FzVABpR2cciquTqADA0D,84,0.82,0.446,7,-7.553,1,0.213,0.466,0.0,0.13,0.831,81.01,159307,4
PR1SVX,CRYSTALS,5bYFgV2KMMC6IVQ2gUyMGg,77,0.477,0.666,6,-12.92,0,0.0366,0.0178,0.825,0.197,0.58,157.032,68250,4
Stray Kids,ITEM,1EWTsgQAEsUrnQ8iawhDSN,79,0.762,0.819,7,-2.307,1,0.106,0.0317,0.0,0.332,0.704,161.994,191533,4
NF,RUNNING,1l0wPhFZP1kWkZNQrrYrGy,76,0.549,0.601,5,-6.129,1,0.0852,0.258,0.0,0.168,0.296,145.552,253532,4
Lil Baby,Merch Madness,5BM6yfBokOMMgD6h869lRc,66,0.749,0.584,4,-5.271,0,0.281,0.0997,0.0,0.137,0.102,154.978,148645,4
Nicky Youre,Sunroof,5YqEzk3C5c3UZ1D5fJUlXA,78,0.768,0.714,10,-5.11,1,0.0401,0.352,0.0,0.15,0.842,131.443,163026,4
Carin Leon,Ni Me Debes Ni Te Debo,3Zin1vaMx7PjFWIOBTE4FM,84,0.494,0.317,6,-7.113,1,0.0298,0.728,0.0,0.173,0.483,79.535,169896,3
Lewis Capaldi,Forget Me,3iHzKA9HlXf5wsGdsrsnSA,84,0.664,0.76,1,-3.769,0,0.0448,0.318,0.0,0.34,0.7,101.987,203667,4
Quevedo,WANDA,0Iozrbed8spxoBnmtBMshO,88,0.724,0.631,4,-4.42,0,0.0686,0.249,0.0,0.213,0.957,176.076,160909,4
Kali Uchis,Hasta Cuando,4ipzXe2jmoeN7zm2VMb4eX,74,0.648,0.651,10,-8.269,0,0.143,0.128,0.0,0.121,0.401,90.952,129448,4
Dominic Fike,Think Fast (feat. Weezer),4Z59a9hIn8EMsni3OiqGso,73,0.538,0.452,2,-7.994,1,0.0462,0.368,2.26e-05,0.0635,0.209,168.102,222840,4
Nate Smith,Whiskey On You,0unNLQbn2xlm2nPcB1pdjS,72,0.473,0.751,8,-5.196,1,0.0318,9.91e-05,0.0181,0.118,0.569,110.025,183787,4
Marshmello,Grown Man,5VKG8ary0JW6iKemhmznzS,74,0.778,0.646,7,-5.762,1,0.0735,0.0195,2.14e-06,0.0956,0.61,81.992,106512,4
Fuerza Regida,¿Qué Se Te Quitó?,2VaHYCxdN3xpNAQdPzIqkG,74,0.694,0.529,4,-5.591,1,0.0478,0.391,0.0,0.658,0.928,110.207,87143,4
Grupo Firme,Tronando Ligas,6Xfu24Hd3ufGrpGyZFy07M,80,0.631,0.758,9,-5.131,0,0.0833,0.165,0.0,0.148,0.783,141.969,155819,3
Sleepy Hallow,Pain Talk (feat. Lil Tjay),7soBkLenwWM7kB92cuyl04,75,0.71,0.687,1,-2.552,1,0.0703,0.218,0.0,0.134,0.527,147.086,156821,4
Anuel AA,Mejor Que Yo,1VsHc0qIeyjYOyvN5HIEQG,82,0.624,0.655,1,-4.177,0,0.0547,0.18,0.0,0.116,0.565,178.083,242697,4
CHASE B,"Ring Ring (feat. Travis Scott, Don Toliver, Quavo & Ty Dolla $ign)",7pFzbZz89oXVsRxhUvO7q2,75,0.684,0.736,1,-6.101,0,0.0323,0.022,1.15e-06,0.213,0.333,140.049,187484,4
Morgan Wallen,Had It,5sUjBX08aJ1XdMw7p2SXgq,71,0.397,0.756,7,-6.14,1,0.0307,0.416,0.000113,0.0859,0.397,79.961,199108,3
Feid,PERREOXOXO,7o4sDFkkZHoUnGnNhXxZe9,0,0.837,0.8,2,-4.956,1,0.121,0.208,2.25e-05,0.0939,0.912,95.024,91653,4
Feid,PORFA,7b6gbPO2CSCHd2HrFsfVKq,0,0.843,0.549,6,-8.018,0,0.164,0.0948,0.0,0.155,0.542,83.982,233000,4
Feid,FRIKI,0HTmxFCrfIPSgcgrbtuMVF,0,0.826,0.878,6,-2.389,0,0.0599,0.0242,0.0,0.0789,0.686,94.994,145120,4
Feid,Belixe,62wV7Oj0ISi41s4w7sWitz,0,0.876,0.673,8,-7.15,1,0.139,0.0524,0.00571,0.0813,0.462,113.995,155533,4
Feid,CHORRITO PA LAS ANIMAS,6nqYrXGMI60HEJzRCdIiVr,0,0.743,0.831,8,-4.042,0,0.0584,0.114,6.43e-05,0.35,0.609,95.975,168133,4
Feid,A veces,4FOqKHnVgl4Q84KzTDWQCO,1,0.801,0.629,1,-5.213,1,0.0615,0.0617,0.0,0.0702,0.835,92.012,191187,4
Feid,VACAXIONES,3P3by6X6pZqi7VuQNLxhOZ,0,0.558,0.69,6,-5.101,1,0.122,0.132,0.0,0.126,0.43,90.091,186400,4
DDG,I'm Geekin - Slowed Down,7s6Qiw4ArIssZ9QP5mxPRk,74,0.841,0.401,1,-7.073,1,0.152,0.3,0.0,0.116,0.379,100.356,114690,4
Tigirlily Gold,Shoot Tequila,6nTul7GTW3DInboBkJvvHw,71,0.595,0.876,0,-3.859,1,0.0377,0.207,0.0,0.113,0.871,152.022,193899,4
boygenius,True Blue,48Qes8IUekSZpcNDQgYzUX,73,0.47,0.79,7,-7.718,1,0.0402,0.262,0.00331,0.178,0.368,146.203,296333,4
Jack Harlow,Common Ground,2OZfJcpzSFApBxUA0gXuJz,75,0.807,0.681,1,-5.612,1,0.345,0.507,0.0,0.283,0.571,98.173,100424,4
Noah Kahan,New Perspective,1mAfZYkVfwcPuqqPJZ1Opu,72,0.682,0.532,5,-9.733,1,0.0424,0.278,0.0,0.0829,0.479,156.532,256871,4
Natanael Cano,Doble Vaso,6DlxxuLfJLZlynCWolPcGB,82,0.713,0.884,6,-5.653,1,0.0843,0.454,0.0,0.0514,0.969,146.095,161495,3
$uicideboy$,Big Shot Cream Soda,3wHRgXJJTTwS2CkusTpn56,72,0.878,0.714,8,-6.344,1,0.239,0.0528,7.64e-06,0.143,0.636,150.029,195600,4
Jessie Murph,Always Been You,53UMRr4KOgZP5Ins0aGlhs,75,0.655,0.572,3,-7.666,0,0.0535,0.646,1.81e-06,0.0774,0.403,137.12,131825,4
Feid,Que Raro,1ftRybI0dv0rdMGKnaBVHz,0,0.755,0.844,5,-6.234,0,0.326,0.328,8.8e-06,0.555,0.745,171.867,230827,4
Feid,Sígueme,67aKY6r2yMOh1nmCrpjCj6,0,0.763,0.506,1,-5.675,0,0.284,0.575,0.000188,0.0989,0.637,173.875,202253,4
Lil Durk,Never Again,45ei5A1TycXr9ZsWaFZiuT,71,0.727,0.497,1,-9.039,0,0.145,0.0237,0.0,0.158,0.256,128.969,139840,4
$uicideboy$,Whole Lotta Grey,4s0R9lDVKIchcSlFBPosIN,71,0.745,0.83,11,-4.044,0,0.343,0.0438,0.0,0.553,0.784,79.964,186094,4
Halle,"Part of Your World - From ""The Little Mermaid""",2pcSENGQmdptFCBQ3HpKHe,78,0.422,0.195,6,-13.353,1,0.0451,0.879,0.0,0.12,0.205,105.931,214373,4
Halsey,Die 4 Me,6VYAzAQGFsfEAwdorQaZuU,75,0.694,0.743,7,-4.267,0,0.0833,0.355,0.0,0.275,0.554,145.048,215021,4
